License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
April 10 2018,213006,Happy,Dog,Maltese,,98108
May 08 2018,S143554,Ellie Mae,Dog,Labrador Retriever,German Shepherd,98117
March 24 2018,S112459,Hana,Dog,Pomeranian,,98118
October 08 2018,829357,Tiny Tim,Dog,Chihuahua,,98101
September 18 2018,8001026,Cedar,Dog,Border Collie,Labrador Retriever,98125
June 19 2018,S115027,Chloe,Dog,Miniature Poodle,,98115
September 20 2018,8001106,Indy,Dog,Labrador Retriever,Whippet,98115
September 14 2018,726846,Pixie,Dog,Australian Shepherd,Australian Cattle Dog,98115
June 12 2018,356098,Manny,Dog,Cavalier King Charles Spaniel,Miniature Poodle,98115
June 14 2018,281635,Asher,Dog,Yorkshire Terrier,,98126
May 30 2018,S112220,Sally Bonilla-Toledo,Dog,German Shepherd,,98199
July 31 2018,581195,Nikko,Dog,Siberian Husky,Border Collie,98115
February 20 2018,S106168,Joey,Dog,Hound,,98126
August 11 2018,S145948,Turner,Dog,Labrador Retriever,,98115
July 11 2018,S101753,Happy,Dog,Rat Terrier,,98125
June 29 2018,S145379,Jesse Mae,Dog,Labrador Retriever,Standard Poodle,98117
September 08 2018,8000766,Eddie,Dog,Pointer,Labrador Retriever,98144
June 28 2018,S145344,Ginger,Dog,Chesapeake Bay Retriever,,98116
September 14 2018,S146464,Mocha,Dog,Havanese,Yorkshire Terrier,98122
April 18 2018,81260,Jake,Dog,Golden Retriever,,98177
August 19 2018,8000205,Waffles,Dog,Chihuahua,Dachshund,98115
March 05 2018,140903,Georgie,Dog,Jack Russell Terrier,,98136
May 23 2018,S144155,Bali,Dog,German Shepherd,,98116
July 25 2018,S109841,Luna,Dog,Golden Retriever,,98107
June 01 2018,281545,Chewy,Dog,Cairn Terrier,,98117
February 06 2018,S140303,Luna B,Dog,Skye Terrier,,98146
April 10 2018,216496,Evie,Dog,Pembroke Welsh Corgi,,98109
September 26 2018,S146964,Lady,Dog,Doberman Pinscher,,98103
April 10 2018,213990,Ahni,Dog,German Shepherd,,98133
February 06 2018,22989,Bindi,Dog,Fox Terrier,Bichon Frise,98144
May 22 2018,S144003,Coral,Dog,Cavalier King Charles Spaniel,,98115
February 09 2018,S112331,Tofu Chaidez,Dog,Miniature Poodle,,98109
October 06 2018,584090,Kobayashi,Dog,Cairn Terrier,,98199
September 04 2018,8000630,Chi Chi,Dog,Schnauzer,Border Collie,98112
March 14 2018,83860,Cali,Dog,Doberman Pinscher,Labrador Retriever,98116
April 25 2018,139633,Westley,Dog,English Bulldog,,98104
April 30 2018,S114394,Kevin,Dog,Labrador Retriever,Anatolian Shepherd,98118
March 23 2018,141085,Mabel,Dog,Labrador Retriever,,98126
August 13 2018,8000036,Bolt,Dog,Chihuahua,Miniature Pinscher,98104
March 12 2018,S141322,Darla,Dog,American Pit Bull Terrier,Dalmatian,98122
June 18 2018,S144767,Addison,Dog,Beagle,,98122
April 24 2018,S143014,Poro,Dog,Maltese,Standard Poodle,98101
April 19 2018,S127742,Jackson,Dog,American Pit Bull Terrier,,98133
July 03 2018,359127,Maggie,Dog,Irish Setter,,98103
February 13 2018,S117525,Jake,Dog,Australian Shepherd,,98103
September 28 2018,8001358,Abi(gail),Dog,Dachshund,Jack Russell Terrier,98133
September 19 2018,8001100,Luna,Dog,German Shepherd,Greyhound,98115
August 07 2018,S147782,Freeway,Dog,American Pit Bull Terrier,,98108
July 10 2018,S145740,Mischa,Dog,Border Collie,Golden Retriever,98144
August 27 2018,8000386,Mazey,Dog,Vizsla,Rhodesian Ridgeback,98112
April 10 2018,581200,Gwen,Dog,West Highland White Terrier,,98119
January 30 2018,S140169,Otter,Dog,Chihuahua,Parson Russell Terrier,98105
May 24 2018,S144123,Lulu,Dog,Beagle,,98108
June 26 2018,431967,Butch,Dog,Chihuahua,,98103
April 30 2018,S127610,Buddy,Dog,Miniature Wire Haired Dachshund,,98117
January 23 2018,S139843,Mitzi,Dog,English Cocker Spaniel,,98199
March 21 2018,S101271,Moses Smosie,Dog,Beagle,Chihuahua,98115
April 10 2018,S142408,Seamus,Dog,Standard Poodle,,98118
February 28 2018,359869,Maggie,Dog,Miniature Schnauzer,Miniature Poodle,98116
July 13 2018,S117782,Ace,Dog,Siberian Husky,Labrador Retriever,98199
July 21 2018,439773,Sasha,Dog,American Cocker Spaniel,,98133
September 03 2018,724904,Maddie,Dog,Standard Poodle,,98115
May 23 2018,138942,Jack,Dog,Labrador Retriever,Whippet,98117
July 31 2018,443002,Amelia,Dog,Australian Cattle Dog,,98126
March 23 2018,S141766,Linda,Dog,Terrier,,98122
July 03 2018,S145492,Ace,Dog,Pomeranian,,98118
July 24 2018,S147230,Oscar,Dog,Dachshund,,98121
September 20 2018,S122674,Jax,Dog,Miniature Schnauzer,,98199
April 24 2018,82564,Bentley,Dog,Pomeranian,,
May 21 2018,271052,Lexus,Dog,Labrador Retriever,Rottweiler,98103
February 02 2018,S119663,Sable,Dog,Mastiff,,98125
January 23 2018,S111238,Bella,Dog,Weimaraner,Labrador Retriever,98107
July 16 2018,S147049,Quixote,Dog,Australian Shepherd,Boxer,98109
June 12 2018,S132284,Claire,Dog,Pug,,98177
September 06 2018,S145995,Easy,Dog,Chihuahua,Terrier,98106
January 29 2018,30031,Reese's,Dog,Chihuahua,Basenji,98199
May 21 2018,S143968,Otis,Dog,Border Collie,,98118
February 01 2018,S115077,LeLee,Dog,Toy Poodle,,98106
April 03 2018,S118543,Charlie,Dog,Labrador Retriever,,98109
June 21 2018,S105738,DeLa,Dog,Australian Shepherd,,98118
March 28 2018,S113797,Annie,Dog,Labrador Retriever,,98144
October 10 2018,8001735,Barlee,Dog,French Bulldog,,98109
June 21 2018,S133236,Toby,Dog,Labrador Retriever,,98117
March 20 2018,S129258,Parker,Dog,Border Collie,Siberian Husky,98116
April 14 2018,194794,Smokey,Dog,Shih Tzu,,98136
June 26 2018,S145226,Chloe,Dog,Labrador Retriever,,98103
October 04 2018,8001527,Izzy Rose,Dog,Irish Setter,,98116
April 10 2018,S142313,Ulrich,Dog,Newfoundland,,98109
April 10 2018,213428,Jersey,Dog,Soft Coated Wheaten Terrier,,98115
June 01 2018,213145,Monroe,Dog,Beagle,,98109
July 26 2018,S111857,Hazel Bean,Dog,Scottish Terrier,,98117
February 08 2018,80567,Zoey,Dog,American Cocker Spaniel,Miniature Poodle,98108
June 20 2018,216242,Opie,Dog,Mastiff,German Shepherd,98117
June 20 2018,356488,Hailey,Dog,Havanese,,98136
February 22 2018,S111451,Harley,Dog,Toy Fox Terrier,,98101
June 16 2018,139767,Ling Ling,Dog,German Shepherd,,98108
June 04 2018,281314,Rose,Dog,Maltese,,98125
August 25 2018,29479,Logan,Dog,Australian Shepherd,,98115
October 01 2018,733160,Artie,Dog,Golden Retriever,Standard Poodle,98103
February 21 2018,78115,Mister,Dog,Chinese Crested,,98116
July 26 2018,212857,Sly,Dog,Shih Tzu,,98117
July 05 2018,580899,Petunia,Dog,Labrador Retriever,Standard Poodle,98119
January 30 2018,S127146,Jack,Dog,Papillon,Border Collie,98117
August 03 2018,731849,Bobo,Dog,Toy Poodle,,98105
July 24 2018,S147326,Clover,Dog,Chihuahua,Lhasa Apso,98126
January 09 2018,S139403,Monty,Dog,Labrador Retriever,Airedale Terrier,98177
April 11 2018,S120350,Deogee,Dog,Mexican Hairless,,98126
August 30 2018,S103613,MOCHA,Dog,Labrador Retriever,,98118
June 28 2018,S117812,Milo,Dog,Chihuahua,,98101
April 02 2018,136730,Angus,Dog,Boxer,,98144
July 27 2018,731380,Giles,Dog,Chihuahua,Yorkshire Terrier,98109
June 27 2018,S145369,Seymour,Dog,Miniature Poodle,,98133
April 03 2018,S142093,Royce,Dog,Miniature Schnauzer,Miniature Poodle,98116
September 20 2018,8001131,Stewart Robert,Dog,Labrador Retriever,,98103
August 07 2018,S108311,Ichigo,Dog,Shiba Inu,,98144
September 15 2018,8000934,Chloe,Dog,Border Collie,Retriever,98116
February 06 2018,S110466,Brooklyn,Dog,Nova Scotia Duck Tolling Retriever,,98105
May 15 2018,S130623,Fletcher,Dog,Rat Terrier,,98115
August 01 2018,S147352,Hydro,Dog,Labrador Retriever,,98136
July 23 2018,S147197,Lola,Dog,Dachshund,Pembroke Welsh Corgi,98117
July 03 2018,S133189,She-Ra,Dog,Pug,,98115
April 17 2018,214533,Dixie,Dog,Coonhound,,98199
February 27 2018,S127323,Talulah,Dog,Bernese Mountain Dog,,98117
January 16 2018,24448,Milka,Dog,German Shorthaired Pointer,Australian Shepherd,98112
January 30 2018,S121087,Zeebo,Dog,Labrador Retriever,,98103
August 07 2018,443153,Cassie,Dog,German Shepherd,,98117
June 20 2018,S116610,Sudo,Dog,Welsh Terrier,,98146
October 11 2018,8001781,Louie,Dog,Standard Poodle,Labrador Retriever,98103
May 14 2018,280545,Red,Dog,Xoloitzcuintli,,98115
September 14 2018,8000924,LILLIE,Dog,Norwegian Elkhound,,98115
April 30 2018,S127611,Ruben,Dog,Dachshund,,98117
June 25 2018,442913,Coal,Dog,Labrador Retriever,,98136
August 07 2018,S145527,Little Girl Blu,Dog,Bluetick Coonhound,,98105
April 30 2018,29764,Panda,Dog,Japanese Chin,,98122
May 10 2018,359719,Scout,Dog,Golden Retriever,,98144
February 28 2018,27601,Lexy,Dog,Cavalier King Charles Spaniel,American Cocker Spaniel,98107
August 15 2018,8000105,Miles,Dog,German Shorthaired Pointer,German Wirehaired Pointer,98115
March 20 2018,140831,Josie,Dog,Labrador Retriever,Coonhound,98103
March 20 2018,S141632,Oscar,Dog,Golden Retriever,,98119
May 23 2018,S113835,Rosie,Dog,Boxer,,98106
July 24 2018,583589,Charlie,Dog,Yorkshire Terrier,,98119
August 25 2018,S143151,Jake,Dog,Border Collie,Golden Retriever,98108
July 03 2018,348177,Boo Boo,Dog,Miniature Poodle,,98199
January 02 2018,S137880,Charlie,Dog,Chihuahua,,98107
July 24 2018,S147243,Ripley,Dog,Cardigan Welsh Corgi,,98144
March 07 2018,S120435,Lúa,Dog,Standard Poodle,Golden Retriever,98102
April 24 2018,23918,Fran,Dog,Dachshund,,98199
March 23 2018,137278,Barkley,Dog,Border Collie,,98102
March 09 2018,S111355,Lucy,Dog,Beagle,Boxer,98118
February 20 2018,S140802,Hobbes,Dog,Golden Retriever,,98117
May 22 2018,279608,Libby,Dog,Labrador Retriever,,98105
October 15 2018,8001883,Zoey Fisher,Dog,Bulldog,,98121
July 13 2018,444576,Gigi,Dog,Rhodesian Ridgeback,Labrador Retriever,98117
April 30 2018,85403,Jacque,Dog,Miniature Poodle,,98118
April 09 2018,S142339,Ryker,Dog,German Shepherd,,98199
July 24 2018,579263,Jagger,Dog,Schipperke,,98136
October 17 2018,S146094,Ripley,Dog,Pembroke Welsh Corgi,,98102
August 10 2018,582028,Lola,Dog,Havanese,,98117
September 17 2018,8000985,Romeo,Dog,Chihuahua,Dachshund,98109
January 06 2018,19721,Hazel,Dog,Dachshund,,98103
June 01 2018,S144307,Rufus,Dog,Rhodesian Ridgeback,,98133
July 24 2018,S119443,Orwell,Dog,Labrador Retriever,Beagle,98121
April 18 2018,86125,Madeline,Dog,German Shorthaired Pointer,Labrador Retriever,98199
June 05 2018,S144411,Calvin Au Yong,Dog,Boxer,Bulldog,98122
July 10 2018,S118800,Farley,Dog,Rhodesian Ridgeback,Hound,98177
February 13 2018,S140519,Leia,Dog,Chihuahua,Terrier,98107
August 02 2018,S102835,Cassie,Dog,Labrador Retriever,,98146
May 15 2018,S130564,Pooki,Dog,Miniature Australian Shepherd,,98122
May 07 2018,S144987,Prince Taepoong,Dog,Papillon,Pomeranian,98125
August 02 2018,S147650,Kinsey,Dog,Pit Bull Terrier,Labrador Retriever,98106
February 06 2018,27597,Queen Bee,Dog,Labrador Retriever,,98115
February 16 2018,S140724,Gimli,Dog,Chesapeake Bay Retriever,Labrador Retriever,98103
April 13 2018,275223,Bugsy,Dog,Rat Terrier,,98103
February 20 2018,S110172,Lucy,Dog,Labrador Retriever,,98126
April 20 2018,S143163,Atlas,Dog,Labrador Retriever,Greyhound,98106
February 20 2018,S110115,Osgood,Dog,Chinese Shar-Pei,Beagle,98133
September 25 2018,S135955,Nari,Dog,Shih Tzu,,98116
January 12 2018,S139373,Artemis Winter,Dog,Border Collie,American Eskimo,98121
August 19 2018,S110639,Margo,Dog,Tibetan Terrier,,98119
September 09 2018,359325,Berkeley,Dog,Labrador Retriever,,98136
July 26 2018,S146242,Buddy,Dog,Labrador Retriever,Standard Poodle,98109
January 23 2018,20327,Aubry,Dog,Cavalier King Charles Spaniel,,98105
February 28 2018,353866,Ruby,Dog,Golden Retriever,,98115
March 16 2018,S127110,Beebo,Dog,Boxer,,98144
July 25 2018,S147207,Pickles,Dog,Maltese,,98107
May 29 2018,S144248,Rico,Dog,Pekingese,,98118
June 01 2018,S113463,Sierra,Dog,Labrador Retriever,,98107
January 31 2018,S126796,"Sionnach (""Chinook"")",Dog,Australian Shepherd,Siberian Husky,98103
February 26 2018,83936,Tillie,Dog,Miniature Pinscher,,98109
August 02 2018,S132515,Juliette,Dog,Maltese,Miniature Poodle,98103
April 13 2018,S142175,Jed,Dog,Golden Retriever,,98105
October 18 2018,8001975,Jake,Dog,Havanese,,98116
March 20 2018,S141649,Bailie,Dog,Pembroke Welsh Corgi,,98125
May 03 2018,207456,Kipper,Dog,Yorkshire Terrier,Miniature Poodle,98115
July 09 2018,S129181,Dixie,Dog,Boston Terrier,,98109
June 01 2018,360533,Etta,Dog,Shih Tzu,Miniature Poodle,98118
April 16 2018,S142823,Finn,Dog,Golden Retriever,,98104
September 24 2018,730766,Buttercup,Dog,Labrador Retriever,,98125
June 14 2018,S144818,Aila,Dog,Scottish Terrier,,98116
April 20 2018,S143139,Fizzgig,Dog,Jack Russell Terrier,Chihuahua,98126
July 19 2018,S147129,Nellie,Dog,Spaniel,,98109
October 17 2018,8001956,Zooey,Dog,Labrador Retriever,,98103
May 29 2018,356666,Cleitus,Dog,Jack Russell Terrier,,98126
October 05 2018,8001554,Maddie,Dog,Labrador Retriever,,98107
May 09 2018,723758,Sasha,Dog,Standard Poodle,,98146
May 30 2018,283738,Baker,Dog,Brittany,,98126
March 20 2018,S141641,Ramsey,Dog,Pembroke Welsh Corgi,,98126
September 07 2018,S119341,Daisy Freer,Dog,Golden Retriever,Siberian Husky,98118
March 27 2018,S113507,Drake Bugatti Viernes,Dog,Miniature Schnauzer,,98118
May 01 2018,209907,Daisy,Dog,Labrador Retriever,American Pit Bull Terrier,98146
February 05 2018,S140309,Luna,Dog,Labrador Retriever,Standard Poodle,98125
June 21 2018,S146222,George Franklin,Dog,Australian Shepherd,,98118
July 25 2018,443191,Tyler,Dog,Labrador Retriever,,98112
February 06 2018,S140338,Max,Dog,Australian Cattle Dog,,98126
August 01 2018,S147341,Trouble,Dog,Retriever,,98125
June 26 2018,S133400,Pele,Dog,English Springer Spaniel,,98117
April 24 2018,212911,Theo,Dog,Shih Tzu,Yorkshire Terrier,98118
April 20 2018,S128844,Leonardo,Dog,Cavalier King Charles Spaniel,,98112
June 29 2018,S145339,Sammy,Dog,Labrador Retriever,Terrier,98199
July 12 2018,S145842,Zorro,Dog,Saint Bernard,Shepherd,98116
May 10 2018,83871,Misty,Dog,Labrador Retriever,Terrier,98118
September 06 2018,S145992,PolkaDot,Dog,Boxer,,98115
January 17 2018,S123397,Terra,Dog,Chihuahua,,98106
June 18 2018,S130557,Barkley,Dog,Finnish Lapphund,,98119
May 11 2018,280405,Sugar Bowl,Dog,Pembroke Welsh Corgi,,98108
September 01 2018,728372,Cole,Dog,Labrador Retriever,Border Collie,98115
October 07 2018,S136942,Hannah,Dog,Havanese,,98122
June 05 2018,S144406,Yeti,Dog,Akbash,,98125
January 16 2018,S139510,Oliver,Dog,Labrador Retriever,Rhodesian Ridgeback,98177
September 30 2018,359094,Zeb,Dog,Australian Shepherd,,98122
July 21 2018,360409,Kotaro,Dog,Boston Terrier,,98144
January 06 2018,S139237,Bennie,Dog,Yorkshire Terrier,,98115
July 19 2018,S147125,Louie,Dog,Labrador Retriever,,98126
April 28 2018,64392,Izabella,Dog,English Springer Spaniel,,98177
June 26 2018,S145144,Gunner,Dog,Labrador Retriever,,98144
August 18 2018,8000172,Lola,Dog,Spaniel,Bichon Frise,98115
January 08 2018,S105142,Buddy,Dog,Australian Cattle Dog,,98144
June 05 2018,S144475,Luna,Dog,White Swiss Shepherd (Berger Blanc Suisse),,98121
May 15 2018,S143744,Summer,Dog,Golden Retriever,,98109
June 22 2018,355092,Ripley,Dog,Labrador Retriever,Chesapeake Bay Retriever,98117
April 17 2018,S142927,Rufus,Dog,Olde English Bulldogge,,98103
July 10 2018,357919,Banjo,Dog,Pug,Beagle,98144
April 24 2018,214637,Max,Dog,Coonhound,,98111
March 11 2018,S140389,Aaliyah,Dog,Jack Russell Terrier,,98133
September 17 2018,S135250,Frankie,Dog,French Bulldog,,98122
July 17 2018,S147046,Inari,Dog,Shiba Inu,,98102
March 05 2018,71457,Stella,Dog,Labrador Retriever,,98146
January 23 2018,S139853,Rico,Dog,German Shepherd,,98108
February 06 2018,S127367,Gallifrey,Dog,Siberian Husky,Alaskan Husky,98106
August 15 2018,8000106,Maddie,Dog,Rat Terrier,,98112
October 04 2018,730805,Kaylee,Dog,Beagle,Shepherd,98133
March 01 2018,83965,Allie,Dog,Schnauzer,Soft Coated Wheaten Terrier,98107
August 29 2018,S145972,Momo,Dog,Akita,,98118
April 18 2018,S119544,Salish,Dog,Australian Shepherd,,98118
June 27 2018,438241,Remy,Dog,Australian Shepherd,Rough Collie,98106
September 18 2018,584849,Izabelle,Dog,German Shepherd,,98199
January 17 2018,30288,Sammy,Dog,Miniature Poodle,Terrier,98119
September 19 2018,S111810,Clarence,Dog,English Bulldog,,98146
June 12 2018,S144619,Charlie,Dog,Terrier,,98122
August 31 2018,584805,Shao li,Dog,Shih Tzu,,98126
February 02 2018,S119662,Henry,Dog,Terrier,,98125
June 22 2018,444021,Adobe,Dog,Doberman Pinscher,Labrador Retriever,98109
March 30 2018,S113525,Cujo,Dog,Chihuahua,Doberman Pinscher,98125
September 30 2018,S119945,Nugget,Dog,Chihuahua,,98125
January 31 2018,20111,Bonney,Dog,West Highland White Terrier,,
June 12 2018,S132260,Abby,Dog,English Springer Spaniel,,98109
April 24 2018,S130769,Max,Dog,Irish Wolfhound,Terrier,98146
January 16 2018,960822,Lucky,Dog,Pug,Beagle,98112
April 27 2018,216389,Huxley,Dog,Golden Retriever,,98103
April 13 2018,213714,Bella,Dog,Whippet,Boxer,98112
January 16 2018,84026,Tikka Bear,Dog,Miniature Poodle,English Cocker Spaniel,98117
August 27 2018,S119361,Jack,Dog,American Staffordshire Terrier,Labrador Retriever,98117
October 08 2018,S114202,Penny,Dog,Miniature Poodle,Golden Retriever,98116
August 07 2018,S103087,Porter,Dog,Greater Swiss Mountain Dog,,98118
September 22 2018,8001195,Charlie,Dog,Chesapeake Bay Retriever,,98105
March 29 2018,S105823,Lola,Dog,French Bulldog,,98107
July 17 2018,437692,Olive,Dog,Dachshund,Shih Tzu,98144
May 02 2018,132530,Willow,Dog,American Cocker Spaniel,Miniature Poodle,98118
March 30 2018,125547,Chula,Dog,American Cocker Spaniel,Miniature Poodle,98115
October 15 2018,S122932,Samara,Dog,Golden Retriever,,98115
March 21 2018,S141736,Fallon Stewart,Dog,Miniature Schnauzer,,98118
June 05 2018,S144494,Espi,Dog,Labrador Retriever,,98115
March 30 2018,S142071,Walter,Dog,Bernese Mountain Dog,Standard Poodle,98103
March 20 2018,S112052,Zelda,Dog,Bernese Mountain Dog,,98117
September 17 2018,8000998,Chloe,Dog,Labrador Retriever,,98199
June 04 2018,210514,Maxwell,Dog,Terrier,Spaniel,98116
February 06 2018,S127369,Woodstock,Dog,Siberian Husky,,98106
June 12 2018,S127130,Biscuit,Dog,Golden Retriever,Labrador Retriever,98115
July 03 2018,441934,Lilly,Dog,Labrador Retriever,Golden Retriever,98136
September 18 2018,8001047,Skinny Pete,Dog,Chihuahua,Miniature Long Haired Dachshund,98112
May 20 2018,82332,Tobi Schwartzenberger,Dog,Australian Cattle Dog,Labrador Retriever,98117
February 28 2018,354038,Macho,Dog,Yorkshire Terrier,Maltese,98115
April 24 2018,S143090,Charlie,Dog,Yorkshire Terrier,Havanese,98116
February 13 2018,83977,Sirius,Dog,Shih Tzu,Miniature Schnauzer,98101
January 17 2018,S110451,Charlie,Dog,Border Collie,Australian Cattle Dog,98102
September 17 2018,8000983,Lucy,Dog,Flat-Coated Retriever,,98144
June 27 2018,356360,Brigsby,Dog,Labrador Retriever,,98115
January 22 2018,S127446,Luna,Dog,Miniature Poodle,,98136
January 24 2018,S109789,Cayenne,Dog,Boston Terrier,,98117
January 06 2018,S109800,Pontus,Dog,Toy Fox Terrier,,98103
January 19 2018,S127384,Sadie,Dog,Great Dane,,98144
March 08 2018,75889,Ginger,Dog,Australian Kelpie,,98136
April 12 2018,S114197,Zoe,Dog,Pit Bull Terrier,,98146-1067
April 19 2018,S110415,Gojiberry,Dog,Shih Tzu,,98126
May 29 2018,278186,Ozzie,Dog,Australian Shepherd,Collie,98126
September 11 2018,8000842,Bailey Reese,Dog,Hound,,98109
August 29 2018,8000440,Perrie,Dog,Pug,,98117
October 07 2018,S115029,Ein,Dog,Pembroke Welsh Corgi,,98109
March 21 2018,899803,Bronson,Dog,Rat Terrier,Miniature Pinscher,98106
February 22 2018,83733,Godric,Dog,Soft Coated Wheaten Terrier,,98107
July 16 2018,S147036,Ladybug,Dog,Chihuahua,Pug,98119
July 17 2018,S147088,Nikka Su,Dog,Pug,,98103
March 20 2018,S114620,Bacon,Dog,Labrador Retriever,,98122
February 05 2018,S140375,Phoebe,Dog,Golden Retriever,,98117
May 17 2018,S127967,Joe,Dog,Coonhound,,98115
May 07 2018,132290,Chloe,Dog,Soft Coated Wheaten Terrier,,98106
June 19 2018,S144724,Finn,Dog,Miniature Australian Shepherd,,98122
April 25 2018,214029,Gus,Dog,Australian Cattle Dog,,98118
April 27 2018,S143233,Rocky,Dog,Miniature Poodle,Golden Retriever,98117
January 19 2018,24766,Bella,Dog,Beagle,Basset Hound,98117
April 18 2018,S103315,Mischa,Dog,Labrador Retriever,,98116
April 17 2018,S113521,Ginger,Dog,Miniature Australian Shepherd,,98103
January 28 2018,S139672,Koda,Dog,Terrier,Chihuahua,98104
March 12 2018,284576,Sweet Pea,Dog,Chihuahua,,98107
January 31 2018,24832,Maggie,Dog,Yorkshire Terrier,,98122
